0.72, 0.66, 0.74, 0.71, 0.79, 0.84, 0.37, 0.89, 0.62, 0.84, 0.65, 0.68, 0.8, 0.89, 0.52, 0.73, 0.62, 0.49, 0.74, 0.29, 0.63, 0.75, 0.79, 0.75, 0.67, 0.5, 0.86, 0.58, 0.46, 0.56, 0.66, 0.87, 0.82, 0.82, 0.73, 0.45, 0.49, 0.42, 0.5, 0.62
;0.54, 0.72, 0.63, 0.29, 0.29, 0.4, 0.76, 0.72, 0.92, 0.67, 0.81, 0.89, 0.56, 0.33, 0.23, 0.78, 0.49, 0.76, 0.89, 0.59, 0.86, 0.83, 0.65, 0.62, 0.31, 0.24, 0.21, 0.57, 0.78, 0.85, 0.89, 0.77, 0.6, 0.38, 0.31, 0.61, 0.85, 0.84, 0.7, 0.6
;0.32, 0.76, 0.43, 0.5, 0.61, 0.43, 0.89, 0.75, 0.71, 0.73, 0.68, 0.83, 0.79, 0.51, 0.59, 0.37, 0.89, 0.6, 0.49, 0.63, 0.73, 0.66, 0.77, 0.68, 0.52, 0.22, 0.39, 0.69, 0.55, 0.68, 0.75, 0.67, 0.49, 0.55, 0.67, 0.37, 0.36, 0.67, 0.6, 0.73
;0.68, 0.51, 0.73, 0.89, 0.84, 0.94, 0.94, 0.72, 0.86, 0.87, 0.94, 0.85, 0.91, 0.94, 0.94, 0.93, 0.9, 0.79, 0.84, 0.86, 0.86, 0.91, 0.93, 0.86, 0.91, 0.94, 0.94, 0.78, 0.84, 0.88, 0.86, 0.9, 0.93, 0.94, 0.95, 0.94, 0.94, 0.89, 0.92, 0.88
;0.5, 0.89, 0.65, 0.85, 0.91, 0.04, 0.48, 0.82, 0.71, 0.41, 0.87, 0.88, 0.9, 0.92, 0.9, 0.04, 0.83, 0.77, 0.46, 0.51, 0.85, 0.95, 0.84, 0.94, 0.96, 0.96, 0.91, 0.73, 0.72, 0.86, 0.85, 0.92, 0.86, 0.73, 0.94, 0.94, 0.82, 0.06, 0.64, 0.78
;0.65, 0.8, 0.67, 0.92, 0.84, 0.38, 0, 0, 0, 0, 0.47, 0.61, 0.81, 0.96, 0.96, 0, 0, 0.48, 0.49, 0.15, 0.74, 0.91, 0.76, 0.9, 0.92, 0, 0.03, 0.33, 0.57, 0.33, 0.76, 0.9, 0.91, 0.9, 0.89, 0.24, 0.27, 0.54, 0.5, 0.14
;0.84, 0.71, 0.76, 0.89, 0.95, 0.56, 0.04, 0.73, 0.47, 0.73, 0.8, 0.87, 0.72, 0.94, 0.91, 0.43, 0, 0.88, 0.84, 0.74, 0.68, 0.6, 0.86, 0.77, 0.84, 0.06, 0.45, 0.91, 0.92, 0.97, 0.71, 0.68, 0.86, 0.82, 0.86, 0.75, 0.6, 0.51, 0.83, 0.95
;0.81, 0.78, 0.66, 0.62, 0.8, 0.51, 0.51, 0.35, 0.55, 0.56, 0.71, 0.92, 0.82, 0.86, 0.7, 0.73, 0.72, 0.59, 0.34, 0.14, 0.82, 0.9, 0.82, 0.79, 0.95, 0.08, 0.04, 0.74, 0.52, 0.48, 0.81, 0.91, 0.69, 0.65, 0.78, 0.68, 0.29, 0.16, 0.68, 0.88
;0.66, 0.61, 0.59, 0.43, 0.69, 0.71, 0.64, 0.77, 0.64, 0.29, 0.51, 0.65, 0.73, 0.87, 0.86, 0.84, 0.77, 0.82, 0.87, 0.67, 0.85, 0.82, 0.81, 0.94, 0.89, 0.79, 0.78, 0.77, 0.23, 0.67, 0.78, 0.75, 0.54, 0.88, 0.88, 0.66, 0.87, 0.83, 0.49, 0.68
;0.6, 0.73, 0.62, 0.51, 0.6, 0.33, 0.37, 0.85, 0.86, 0.95, 0.75, 0.6, 0.53, 0.66, 0.61, 0.6, 0.54, 0.57, 0.92, 0.96, 0.81, 0.66, 0.54, 0.82, 0.62, 0.48, 0.64, 0.64, 0.94, 0.95, 0.46, 0.76, 0.71, 0.68, 0.62, 0.67, 0.83, 0.71, 0.88, 0.99
